dish_id,restaurant_id,name,description,category,price,currency,ingredients,allergens,dietary_tags,spicy_level,calories,available
264,14,Grilled sirloin steak (chef's special),"Grilled sirloin steak (chef's special) is a main dish, made mainly with garlic, seafood, potato and bell pepper. No declared allergens. Spice level: 3/5.",main,11.44,EUR,garlic;seafood;potato;bell pepper,,,3,597,True
265,14,Spanish-style omelette (house style),"Spanish-style omelette (house style) is a small plate dish, made mainly with seafood and lemon. No declared allergens. Spice level: 1/5.",small plate,3.68,EUR,seafood;lemon,,,1,189,True
266,14,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with flour, tomato, cream and white fish. No declared allergens. Spice level: 1/5.",small plate,3.31,EUR,flour;tomato;cream;white fish,,,1,174,True
267,14,Grilled peppers (traditional),"Grilled peppers (traditional) is a small plate dish, made mainly with paprika, garlic, white fish, mushrooms and onion. No declared allergens.",small plate,3.0,EUR,paprika;garlic;white fish;mushrooms;onion,,,0,116,True
268,14,Cured ham (chef's special),"Cured ham (chef's special) is a small plate dish, made mainly with white fish, seafood, flour, egg and chocolate. Contains allergens: sulphites and peanuts.",small plate,4.16,EUR,white fish;seafood;flour;egg;chocolate,sulphites;peanuts,,0,217,True
269,14,Spanish-style omelette (traditional),"Spanish-style omelette (traditional) is a small plate dish, made mainly with bell pepper and almond. No declared allergens.",small plate,4.1,EUR,bell pepper;almond,,,0,119,True
270,14,Mineral water (traditional),"Mineral water (traditional) is a drink dish, made mainly with basic amenities. Contains allergens: sesame, soy and lupin.",drink,2.57,EUR,,sesame;soy;lupin,,0,54,True
271,14,Spicy fried potatoes (house style),"Spicy fried potatoes (house style) is a small plate dish, made mainly with egg and paprika. No declared allergens.",small plate,4.65,EUR,egg;paprika,,,0,267,True
272,14,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with cream, pork and sugar. No declared allergens.",starter,4.54,EUR,cream;pork;sugar,,,0,194,True
273,15,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with spinach, rice, chocolate, olive oil, garlic and sugar. Suitable for the following diets: halal and gluten_free. Contains allergens: molluscs and shellfish. Spice level: 1/5.",starter,8.05,EUR,spinach;rice;chocolate;olive oil;garlic;sugar,molluscs;shellfish,halal;gluten_free,1,209,True
274,15,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 4/5.",drink,2.97,EUR,,,,4,109,True
275,15,Beef carpaccio,"Beef carpaccio is a starter dish, made mainly with lemon and almond. Suitable for the following diets: lactose_free and vegan. No declared allergens. Spice level: 4/5.",starter,11.35,EUR,lemon;almond,,lactose_free;vegan,4,230,True
276,15,Spanish-style omelette,"Spanish-style omelette is a small plate dish, made mainly with paprika, garlic, spinach, beef, white fish and milk. Contains allergens: soy, tree nuts and peanuts.",small plate,4.22,EUR,paprika;garlic;spinach;beef;white fish;milk,soy;tree nuts;peanuts,,0,232,True
277,15,Beef carpaccio (chef's special),"Beef carpaccio (chef's special) is a starter dish, made mainly with milk, white fish, cheese, bell pepper and sugar. No declared allergens.",starter,7.99,EUR,milk;white fish;cheese;bell pepper;sugar,,,0,278,False
278,15,Artisan ice cream,"Artisan ice cream is a dessert dish, made mainly with tomato, egg, paprika and potato. Suitable for the following diets: lactose_free. Contains allergens: shellfish.",dessert,7.01,EUR,tomato;egg;paprika;potato,shellfish,lactose_free,0,365,True
279,15,Chicken curry,"Chicken curry is a main dish, made mainly with rice, cream and lemon. No declared allergens. Spice level: 4/5.",main,15.54,EUR,rice;cream;lemon,,,4,827,True
280,15,Spicy fried potatoes,"Spicy fried potatoes is a small plate dish, made mainly with chocolate, cream, lemon and pork. Contains allergens: molluscs, shellfish and milk. Spice level: 4/5.",small plate,7.22,EUR,chocolate;cream;lemon;pork,molluscs;shellfish;milk,,4,169,True
281,15,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with lemon and bell pepper. Contains allergens: sulphites and soy. Spice level: 2/5.",dessert,5.0,EUR,lemon;bell pepper,sulphites;soy,,2,217,True
282,15,House burger,"House burger is a main dish, made mainly with rice, white fish and chocolate. Contains allergens: sesame and tree nuts. Spice level: 1/5.",main,20.82,EUR,rice;white fish;chocolate,sesame;tree nuts,,1,551,True
283,15,Beef carpaccio (signature),"Beef carpaccio (signature) is a starter dish, made mainly with chocolate, spinach and lemon. Contains allergens: tree nuts. Spice level: 3/5.",starter,7.16,EUR,chocolate;spinach;lemon,tree nuts,,3,210,True
284,15,Beef carpaccio (signature),"Beef carpaccio (signature) is a starter dish, made mainly with garlic, milk, cheese and almond. Contains allergens: sulphites and fish. Spice level: 2/5.",starter,11.8,EUR,garlic;milk;cheese;almond,sulphites;fish,,2,215,True
285,15,Garden risotto,"Garden risotto is a main dish, made mainly with bell pepper, beef, white fish, cream, chocolate and lemon. Suitable for the following diets: vegetarian and halal. No declared allergens. Spice level: 1/5.",main,15.35,EUR,bell pepper;beef;white fish;cream;chocolate;lemon,,vegetarian;halal,1,638,True
286,15,Chicken curry (house style),"Chicken curry (house style) is a main dish, made mainly with egg, chocolate, tomato, pork and beef. Contains allergens: gluten and lupin. Spice level: 2/5.",main,16.02,EUR,egg;chocolate;tomato;pork;beef,gluten;lupin,,2,773,True
287,15,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with mushrooms, potato, lemon, milk and almond. Suitable for the following diets: lactose_free and gluten_free. Contains allergens: tree nuts and peanuts.",starter,9.06,EUR,mushrooms;potato;lemon;milk;almond,tree nuts;peanuts,lactose_free;gluten_free,0,336,True
288,15,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with seafood, bell pepper, white fish, sugar and cheese. Suitable for the following diets: vegan and gluten_free. Contains allergens: sesame, soy and milk.",small plate,6.81,EUR,seafood;bell pepper;white fish;sugar;cheese,sesame;soy;milk,vegan;gluten_free,0,201,True
289,15,Specialty coffee (house style),"Specialty coffee (house style) is a drink dish, made mainly with basic amenities. No declared allergens.",drink,2.77,EUR,,,,0,147,True
290,15,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with egg and white fish. No declared allergens.",small plate,4.73,EUR,egg;white fish,,,0,129,True
291,15,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with milk, potato and olive oil. No declared allergens.",starter,7.56,EUR,milk;potato;olive oil,,,0,321,True
292,15,Cream mille-feuille,"Cream mille-feuille is a dessert dish, made mainly with cream, onion and chicken. No declared allergens. Spice level: 4/5.",dessert,6.79,EUR,cream;onion;chicken,,,4,425,True
293,15,Artisan ice cream (signature),"Artisan ice cream (signature) is a dessert dish, made mainly with cream, tomato, paprika and chocolate. No declared allergens.",dessert,7.0,EUR,cream;tomato;paprika;chocolate,,,0,324,True
294,15,Hummus with crudités (signature),"Hummus with crudités (signature) is a starter dish, made mainly with flour, potato, cheese and rice. No declared allergens. Spice level: 1/5.",starter,7.27,EUR,flour;potato;cheese;rice,,,1,237,True
295,15,Homemade croquettes (signature),"Homemade croquettes (signature) is a starter dish, made mainly with white fish, rice, beef and cheese. Contains allergens: tree nuts and gluten. Spice level: 4/5.",starter,10.5,EUR,white fish;rice;beef;cheese,tree nuts;gluten,,4,210,True
296,15,Soup of the day,"Soup of the day is a starter dish, made mainly with sugar and rice. Contains allergens: lupin and sulphites. Spice level: 3/5.",starter,4.98,EUR,sugar;rice,lupin;sulphites,,3,270,True
297,15,Seasonal fruit (traditional),"Seasonal fruit (traditional) is a dessert dish, made mainly with flour, tomato and pork. Contains allergens: lupin.",dessert,4.71,EUR,flour;tomato;pork,lupin,,0,349,True
298,15,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with cream, mushrooms, lemon, pork and paprika. Suitable for the following diets: vegan and kosher. No declared allergens. Spice level: 2/5.",main,10.3,EUR,cream;mushrooms;lemon;pork;paprika,,vegan;kosher,2,469,False
299,15,Grilled peppers (chef's special),"Grilled peppers (chef's special) is a small plate dish, made mainly with sugar, spinach, potato, olive oil and onion. Contains allergens: milk.",small plate,3.66,EUR,sugar;spinach;potato;olive oil;onion,milk,,0,186,True
300,16,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with olive oil, parsley and sugar. No declared allergens. Spice level: 3/5.",starter,7.5,EUR,olive oil;parsley;sugar,,,3,287,False
301,16,Warm mixed salad (house style),"Warm mixed salad (house style) is a starter dish, made mainly with beef, almond, tomato, spinach, cream and garlic. No declared allergens.",starter,3.99,EUR,beef;almond;tomato;spinach;cream;garlic,,,0,279,True
302,16,Soup of the day,"Soup of the day is a starter dish, made mainly with spinach and onion. No declared allergens. Spice level: 3/5.",starter,9.0,EUR,spinach;onion,,,3,205,True
303,16,Cola,"Cola is a drink dish, made mainly with basic amenities. Contains allergens: shellfish. Spice level: 2/5.",drink,3.06,EUR,,shellfish,,2,98,False
304,16,Charcuterie board,"Charcuterie board is a starter dish, made mainly with chicken, chocolate, sugar, onion and pork. Contains allergens: tree nuts and lupin.",starter,9.09,EUR,chicken;chocolate;sugar;onion;pork,tree nuts;lupin,,0,204,True
305,16,Craft beer,"Craft beer is a drink dish, made mainly with basic amenities. Contains allergens: mustard.",drink,3.79,EUR,,mustard,,0,181,True
306,16,Garden risotto,"Garden risotto is a main dish, made mainly with garlic, lemon, beef, bell pepper and white fish. No declared allergens.",main,13.62,EUR,garlic;lemon;beef;bell pepper;white fish,,,0,536,True
307,16,Cheesecake,"Cheesecake is a dessert dish, made mainly with lemon, white fish and mushrooms. No declared allergens. Spice level: 2/5.",dessert,4.14,EUR,lemon;white fish;mushrooms,,,2,538,True
308,16,Marinated anchovies,"Marinated anchovies is a small plate dish, made mainly with olive oil, flour, mushrooms, onion and spinach. Suitable for the following diets: gluten_free and lactose_free. Contains allergens: sulphites.",small plate,5.45,EUR,olive oil;flour;mushrooms;onion;spinach,sulphites,gluten_free;lactose_free,0,155,True
309,16,Craft beer (chef's special),"Craft beer (chef's special) is a drink dish, made mainly with basic amenities. Contains allergens: sulphites and milk. Spice level: 5/5.",drink,1.54,EUR,,sulphites;milk,,5,95,True
310,16,Chocolate lava cake,"Chocolate lava cake is a dessert dish, made mainly with chocolate, tomato and flour. No declared allergens. Spice level: 3/5.",dessert,7.61,EUR,chocolate;tomato;flour,,,3,215,True
311,16,House burger,"House burger is a main dish, made mainly with rice and tomato. Suitable for the following diets: vegan and kosher. Contains allergens: egg and shellfish.",main,14.33,EUR,rice;tomato,egg;shellfish,vegan;kosher,0,731,False
312,16,Confit cod,"Confit cod is a main dish, made mainly with pork, white fish, cheese, seafood, rice and almond. Suitable for the following diets: vegan. Contains allergens: sesame, mustard and molluscs.",main,14.77,EUR,pork;white fish;cheese;seafood;rice;almond,sesame;mustard;molluscs,vegan,0,635,True
313,16,Garden risotto (chef's special),"Garden risotto (chef's special) is a main dish, made mainly with chocolate, spinach, lemon, seafood and paprika. No declared allergens. Spice level: 4/5.",main,15.09,EUR,chocolate;spinach;lemon;seafood;paprika,,,4,436,True
314,16,Beef carpaccio,"Beef carpaccio is a starter dish, made mainly with milk and cheese. Suitable for the following diets: vegan. No declared allergens.",starter,7.2,EUR,milk;cheese,,vegan,0,244,True
315,16,Fresh juice,"Fresh juice is a drink dish, made mainly with basic amenities. Contains allergens: mustard. Spice level: 2/5.",drink,3.17,EUR,,mustard,,2,165,False
316,16,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with mushrooms, parsley, sugar, onion and beef. Contains allergens: fish, tree nuts and peanuts.",main,10.49,EUR,mushrooms;parsley;sugar;onion;beef,fish;tree nuts;peanuts,,0,694,True
317,16,Oven-baked sea bass (house style),"Oven-baked sea bass (house style) is a main dish, made mainly with almond, sugar, parsley, potato and cheese. Contains allergens: shellfish. Spice level: 1/5.",main,12.74,EUR,almond;sugar;parsley;potato;cheese,shellfish,,1,661,True
318,16,Garden risotto (house style),"Garden risotto (house style) is a main dish, made mainly with spinach, tomato, milk, cream, seafood and egg. Suitable for the following diets: vegan. Contains allergens: sesame and celery.",main,18.16,EUR,spinach;tomato;milk;cream;seafood;egg,sesame;celery,vegan,0,808,True
319,16,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with cream, cheese, flour and chicken. No declared allergens.",main,20.25,EUR,cream;cheese;flour;chicken,,,0,784,True
320,16,Cream mille-feuille,"Cream mille-feuille is a dessert dish, made mainly with seafood, mushrooms, beef, cream, garlic and potato. No declared allergens.",dessert,6.73,EUR,seafood;mushrooms;beef;cream;garlic;potato,,,0,496,True
321,16,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with tomato, olive oil, flour, paprika, beef and spinach. Contains allergens: molluscs and fish.",starter,6.51,EUR,tomato;olive oil;flour;paprika;beef;spinach,molluscs;fish,,0,281,True
322,16,Garden risotto (house style),"Garden risotto (house style) is a main dish, made mainly with garlic, bell pepper, paprika, sugar, flour and chocolate. Suitable for the following diets: vegan and halal. No declared allergens.",main,11.76,EUR,garlic;bell pepper;paprika;sugar;flour;chocolate,,vegan;halal,0,765,True
323,16,Confit cod (house style),"Confit cod (house style) is a main dish, made mainly with onion, white fish, almond, cheese and tomato. Contains allergens: milk and tree nuts. Spice level: 2/5.",main,16.44,EUR,onion;white fish;almond;cheese;tomato,milk;tree nuts,,2,537,True
324,16,Charcuterie board (signature),"Charcuterie board (signature) is a starter dish, made mainly with chicken, lemon and flour. No declared allergens.",starter,10.21,EUR,chicken;lemon;flour,,,0,204,True
325,16,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with cheese, beef, milk and parsley. No declared allergens.",starter,8.08,EUR,cheese;beef;milk;parsley,,,0,236,True
326,16,Chicken curry,"Chicken curry is a main dish, made mainly with cheese, almond, chocolate, spinach and mushrooms. No declared allergens. Spice level: 1/5.",main,17.08,EUR,cheese;almond;chocolate;spinach;mushrooms,,,1,539,True
327,16,Creamy seafood rice (chef's special),"Creamy seafood rice (chef's special) is a main dish, made mainly with parsley, garlic, beef, almond, chocolate and paprika. No declared allergens.",main,18.66,EUR,parsley;garlic;beef;almond;chocolate;paprika,,,0,626,False
328,16,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with rice, white fish, flour and paprika. Contains allergens: mustard and milk.",main,12.46,EUR,rice;white fish;flour;paprika,mustard;milk,,0,603,True
329,16,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. Contains allergens: shellfish and molluscs.",drink,2.66,EUR,,shellfish;molluscs,,0,191,True
330,16,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. No declared allergens.",drink,2.65,EUR,,,,0,81,True
331,16,Fresh pasta with wild mushrooms (chef's special),"Fresh pasta with wild mushrooms (chef's special) is a main dish, made mainly with milk, mushrooms, white fish, bell pepper, beef and lemon. No declared allergens. Spice level: 2/5.",main,12.63,EUR,milk;mushrooms;white fish;bell pepper;beef;lemon,,,2,660,False
332,16,Homemade croquettes (traditional),"Homemade croquettes (traditional) is a starter dish, made mainly with spinach, beef, flour, almond, egg and rice. Suitable for the following diets: lactose_free. Contains allergens: sesame, tree nuts and mustard.",starter,9.98,EUR,spinach;beef;flour;almond;egg;rice,sesame;tree nuts;mustard,lactose_free,0,226,True
333,17,Spicy fried potatoes,"Spicy fried potatoes is a small plate dish, made mainly with beef and olive oil. Suitable for the following diets: kosher and lactose_free. Contains allergens: fish and molluscs.",small plate,6.18,EUR,beef;olive oil,fish;molluscs,kosher;lactose_free,0,250,True
334,17,Chicken curry,"Chicken curry is a main dish, made mainly with egg, chicken, lemon and spinach. No declared allergens.",main,12.55,EUR,egg;chicken;lemon;spinach,,,0,652,True
335,17,Cola,"Cola is a drink dish, made mainly with basic amenities. No declared allergens.",drink,3.17,EUR,,,,0,8,True
336,17,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 2/5.",drink,1.67,EUR,,,,2,121,True
337,17,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with olive oil, tomato, chicken and paprika. Contains allergens: tree nuts, shellfish and molluscs.",starter,10.18,EUR,olive oil;tomato;chicken;paprika,tree nuts;shellfish;molluscs,,0,223,True
338,17,Cured ham,"Cured ham is a small plate dish, made mainly with mushrooms and almond. Contains allergens: milk, molluscs and celery.",small plate,5.2,EUR,mushrooms;almond,milk;molluscs;celery,,0,151,True
339,17,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with lemon and chocolate. Suitable for the following diets: vegetarian. No declared allergens.",main,14.86,EUR,lemon;chocolate,,vegetarian,0,590,True
340,17,Cured ham (signature),"Cured ham (signature) is a small plate dish, made mainly with tomato, paprika, spinach, chicken and parsley. No declared allergens. Spice level: 2/5.",small plate,5.64,EUR,tomato;paprika;spinach;chicken;parsley,,,2,165,True
341,17,Garden risotto,"Garden risotto is a main dish, made mainly with garlic, egg, beef, seafood and chicken. Suitable for the following diets: kosher and halal. Contains allergens: tree nuts and fish. Spice level: 1/5.",main,16.77,EUR,garlic;egg;beef;seafood;chicken,tree nuts;fish,kosher;halal,1,739,False
342,17,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with chocolate and potato. Suitable for the following diets: gluten_free and lactose_free. No declared allergens.",main,9.61,EUR,chocolate;potato,,gluten_free;lactose_free,0,734,True
343,17,Soup of the day,"Soup of the day is a starter dish, made mainly with potato, flour, garlic and chicken. No declared allergens. Spice level: 1/5.",starter,9.66,EUR,potato;flour;garlic;chicken,,,1,271,True
344,17,House wine (glass) (signature),"House wine (glass) (signature) is a drink dish, made mainly with basic amenities. Contains allergens: fish, shellfish and gluten.",drink,1.41,EUR,,fish;shellfish;gluten,,0,105,True
345,17,Cola (signature),"Cola (signature) is a drink dish, made mainly with basic amenities. Contains allergens: celery, molluscs and soy.",drink,2.71,EUR,,celery;molluscs;soy,,0,148,True
346,17,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with tomato, flour, sugar, onion, cheese and bell pepper. Contains allergens: fish, lupin and shellfish. Spice level: 2/5.",small plate,4.69,EUR,tomato;flour;sugar;onion;cheese;bell pepper,fish;lupin;shellfish,,2,164,True
347,17,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with potato, parsley and lemon. Suitable for the following diets: vegetarian. No declared allergens.",starter,7.28,EUR,potato;parsley;lemon,,vegetarian,0,163,True
348,17,House burger,"House burger is a main dish, made mainly with milk, parsley, flour, seafood, lemon and spinach. No declared allergens. Spice level: 2/5.",main,16.31,EUR,milk;parsley;flour;seafood;lemon;spinach,,,2,523,True
349,17,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with garlic, lemon and seafood. Suitable for the following diets: lactose_free. No declared allergens.",main,14.55,EUR,garlic;lemon;seafood,,lactose_free,0,574,True
350,17,Soup of the day (house style),"Soup of the day (house style) is a starter dish, made mainly with spinach, almond, sugar, bell pepper and parsley. No declared allergens.",starter,9.24,EUR,spinach;almond;sugar;bell pepper;parsley,,,0,338,True
351,17,Garden risotto (traditional),"Garden risotto (traditional) is a main dish, made mainly with milk, bell pepper and egg. No declared allergens. Spice level: 3/5.",main,11.2,EUR,milk;bell pepper;egg,,,3,743,True
352,17,House burger (chef's special),"House burger (chef's special) is a main dish, made mainly with lemon and pork. Contains allergens: gluten, tree nuts and egg.",main,13.83,EUR,lemon;pork,gluten;tree nuts;egg,,0,716,False
353,17,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with beef, onion, tomato, flour, rice and paprika. Contains allergens: milk, soy and mustard. Spice level: 1/5.",starter,7.43,EUR,beef;onion;tomato;flour;rice;paprika,milk;soy;mustard,,1,246,True
354,17,Soup of the day (chef's special),"Soup of the day (chef's special) is a starter dish, made mainly with almond, flour, onion, paprika and mushrooms. No declared allergens.",starter,8.63,EUR,almond;flour;onion;paprika;mushrooms,,,0,227,True
355,17,Artisan ice cream,"Artisan ice cream is a dessert dish, made mainly with bell pepper, almond and rice. Suitable for the following diets: vegan. Contains allergens: peanuts, milk and shellfish. Spice level: 4/5.",dessert,5.75,EUR,bell pepper;almond;rice,peanuts;milk;shellfish,vegan,4,252,True
356,17,Artisan ice cream (house style),"Artisan ice cream (house style) is a dessert dish, made mainly with tomato, garlic and potato. Suitable for the following diets: vegan. No declared allergens.",dessert,4.26,EUR,tomato;garlic;potato,,vegan,0,425,True
357,17,Hummus with crudités (chef's special),"Hummus with crudités (chef's special) is a starter dish, made mainly with lemon, sugar, seafood and cream. Suitable for the following diets: halal and gluten_free. No declared allergens. Spice level: 1/5.",starter,10.24,EUR,lemon;sugar;seafood;cream,,halal;gluten_free,1,299,True
358,17,Hummus with crudités (signature),"Hummus with crudités (signature) is a starter dish, made mainly with almond, chicken, sugar, tomato, egg and cream. Contains allergens: tree nuts and sulphites.",starter,6.4,EUR,almond;chicken;sugar;tomato;egg;cream,tree nuts;sulphites,,0,245,True
359,17,House wine (glass) (house style),"House wine (glass) (house style) is a drink dish, made mainly with basic amenities. Contains allergens: tree nuts. Spice level: 3/5.",drink,1.55,EUR,,tree nuts,,3,74,True
360,17,House burger (signature),"House burger (signature) is a main dish, made mainly with lemon, cream and paprika. Contains allergens: gluten and milk.",main,14.4,EUR,lemon;cream;paprika,gluten;milk,,0,695,True
361,17,Grilled peppers (traditional),"Grilled peppers (traditional) is a small plate dish, made mainly with cheese, spinach, rice, egg and chicken. Suitable for the following diets: halal. Contains allergens: soy.",small plate,5.54,EUR,cheese;spinach;rice;egg;chicken,soy,halal,0,225,True
362,17,Hummus with crudités (house style),"Hummus with crudités (house style) is a starter dish, made mainly with chocolate and parsley. No declared allergens.",starter,5.74,EUR,chocolate;parsley,,,0,235,True
363,17,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. Suitable for the following diets: gluten_free. No declared allergens.",drink,2.41,EUR,,,gluten_free,0,15,False
364,17,Warm mixed salad (signature),"Warm mixed salad (signature) is a starter dish, made mainly with cheese, cream and olive oil. Suitable for the following diets: gluten_free and vegetarian. Contains allergens: mustard and celery.",starter,12.52,EUR,cheese;cream;olive oil,mustard;celery,gluten_free;vegetarian,0,250,True
365,18,Cheesecake,"Cheesecake is a dessert dish, made mainly with lemon, chicken, chocolate, pork and onion. Contains allergens: sesame and fish. Spice level: 2/5.",dessert,8.15,EUR,lemon;chicken;chocolate;pork;onion,sesame;fish,,2,309,True
366,18,Fresh juice,"Fresh juice is a drink dish, made mainly with basic amenities. Contains allergens: molluscs.",drink,3.74,EUR,,molluscs,,0,91,True
367,18,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with spinach and olive oil. Suitable for the following diets: kosher. Contains allergens: fish, lupin and sulphites.",starter,9.32,EUR,spinach;olive oil,fish;lupin;sulphites,kosher,0,254,True
368,18,Spanish-style omelette,"Spanish-style omelette is a small plate dish, made mainly with sugar, spinach, pork, rice, cream and onion. Suitable for the following diets: lactose_free. Contains allergens: shellfish, soy and egg.",small plate,6.14,EUR,sugar;spinach;pork;rice;cream;onion,shellfish;soy;egg,lactose_free,0,127,True
369,18,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. Contains allergens: sulphites and lupin.",drink,3.02,EUR,,sulphites;lupin,,0,171,True
370,18,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with egg, garlic, cream and white fish. Contains allergens: shellfish.",starter,6.69,EUR,egg;garlic;cream;white fish,shellfish,,0,244,True
371,18,Warm mixed salad (traditional),"Warm mixed salad (traditional) is a starter dish, made mainly with lemon, seafood, white fish and tomato. Suitable for the following diets: kosher and halal. Contains allergens: shellfish.",starter,9.32,EUR,lemon;seafood;white fish;tomato,shellfish,kosher;halal,0,203,True
372,18,Marinated anchovies,"Marinated anchovies is a small plate dish, made mainly with almond, sugar, onion, milk and spinach. Suitable for the following diets: kosher and vegan. Contains allergens: gluten, peanuts and soy.",small plate,5.78,EUR,almond;sugar;onion;milk;spinach,gluten;peanuts;soy,kosher;vegan,0,283,True
373,18,Chocolate lava cake,"Chocolate lava cake is a dessert dish, made mainly with spinach, chicken, milk and beef. No declared allergens. Spice level: 1/5.",dessert,3.61,EUR,spinach;chicken;milk;beef,,,1,298,True
374,18,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with chicken, cheese, tomato, egg and onion. No declared allergens.",main,13.56,EUR,chicken;cheese;tomato;egg;onion,,,0,712,True
375,18,Chicken curry,"Chicken curry is a main dish, made mainly with paprika, onion, cream, spinach, rice and mushrooms. No declared allergens. Spice level: 2/5.",main,11.53,EUR,paprika;onion;cream;spinach;rice;mushrooms,,,2,761,True
376,18,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with tomato, paprika and egg. Contains allergens: tree nuts. Spice level: 3/5.",starter,7.11,EUR,tomato;paprika;egg,tree nuts,,3,246,True
377,18,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with rice, sugar, potato, seafood and olive oil. Suitable for the following diets: kosher and halal. No declared allergens. Spice level: 1/5.",main,13.19,EUR,rice;sugar;potato;seafood;olive oil,,kosher;halal,1,715,True
378,18,Marinated anchovies (traditional),"Marinated anchovies (traditional) is a small plate dish, made mainly with olive oil, almond and milk. Contains allergens: celery, egg and tree nuts.",small plate,5.27,EUR,olive oil;almond;milk,celery;egg;tree nuts,,0,276,True
379,18,Fresh pasta with wild mushrooms (signature),"Fresh pasta with wild mushrooms (signature) is a main dish, made mainly with sugar, tomato, lemon and almond. Suitable for the following diets: vegetarian. No declared allergens.",main,17.64,EUR,sugar;tomato;lemon;almond,,vegetarian,0,620,False
380,18,House wine (glass) (traditional),"House wine (glass) (traditional) is a drink dish, made mainly with basic amenities. No declared allergens.",drink,2.51,EUR,,,,0,143,True
381,18,Charcuterie board,"Charcuterie board is a starter dish, made mainly with almond, spinach, sugar, chocolate and garlic. No declared allergens. Spice level: 2/5.",starter,4.76,EUR,almond;spinach;sugar;chocolate;garlic,,,2,330,True
382,18,Confit cod,"Confit cod is a main dish, made mainly with rice, onion, milk and tomato. No declared allergens. Spice level: 3/5.",main,12.89,EUR,rice;onion;milk;tomato,,,3,573,True
383,18,Cured ham,"Cured ham is a small plate dish, made mainly with bell pepper and olive oil. No declared allergens.",small plate,4.17,EUR,bell pepper;olive oil,,,0,140,True
384,18,Warm mixed salad (house style),"Warm mixed salad (house style) is a starter dish, made mainly with mushrooms, egg, pork and onion. Suitable for the following diets: kosher. No declared allergens. Spice level: 4/5.",starter,7.16,EUR,mushrooms;egg;pork;onion,,kosher,4,275,True
385,18,Beef carpaccio,"Beef carpaccio is a starter dish, made mainly with garlic, flour, seafood, cream and pork. No declared allergens.",starter,9.17,EUR,garlic;flour;seafood;cream;pork,,,0,243,True
386,19,Charcuterie board,"Charcuterie board is a starter dish, made mainly with olive oil, beef, almond and white fish. No declared allergens. Spice level: 1/5.",starter,2.66,EUR,olive oil;beef;almond;white fish,,,1,191,True
387,19,Beef carpaccio,"Beef carpaccio is a starter dish, made mainly with garlic, chocolate, mushrooms, spinach, sugar and pork. No declared allergens.",starter,6.03,EUR,garlic;chocolate;mushrooms;spinach;sugar;pork,,,0,197,True
388,19,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with beef, sugar, onion and bell pepper. Suitable for the following diets: vegan. No declared allergens.",small plate,3.73,EUR,beef;sugar;onion;bell pepper,,vegan,0,175,True
389,19,Chicken curry,"Chicken curry is a main dish, made mainly with garlic, white fish and potato. No declared allergens.",main,11.57,EUR,garlic;white fish;potato,,,0,899,True
390,19,Cola,"Cola is a drink dish, made mainly with basic amenities. Suitable for the following diets: vegan. No declared allergens. Spice level: 1/5.",drink,1.92,EUR,,,vegan,1,8,True
391,19,Cream mille-feuille,"Cream mille-feuille is a dessert dish, made mainly with chicken, onion, egg, rice, lemon and cheese. Contains allergens: soy and fish. Spice level: 1/5.",dessert,4.11,EUR,chicken;onion;egg;rice;lemon;cheese,soy;fish,,1,319,True
